feature,mean_importance
season,-0.00021570608419669847
군_동구,-2.4491183427755027e-05
군_수성구,-2.1508814203730077e-05
어린이보호구역개수,3.662262570620633e-05
군_중구,3.756461071910966e-05
군_서구,6.540030229926775e-05
군_남구,6.630227371819952e-05
군_달서구,0.00011981649755898882
기상상태,0.00013065450431339886
노면상태,0.00016955529302027373
요일,0.00020109205675460372
평지도로,0.00028803649963637934
군_북구,0.0003496456301376405
주차장개수,0.00042181911820986516
군_달성군,0.00045089659372969936
보호구역,0.0005333713988058042
차량전용,0.0006322262397708611
설치개수,0.0008182994289007483
weekday,0.0009394109127317529
불법주정차,0.0009881213396145006
구,0.0014389565730316578
시군구,0.002178859810775613
holiday,0.0025925032216616017
사고발생횟수,0.0034735443497538655
도로형태,0.00385963721009257
Cosine_Time,0.004199201279112996
사고유형,0.03844687363209061
