feature,shap_importance
사고유형,0.09380698183249798
holiday,0.026915821589202377
도로형태,0.0227471561880995
Cosine_Time,0.008403659836954203
weekday,0.005953983315918363
주차장개수,0.0057898591056426574
사고발생횟수,0.0025615264343349983
구,0.0008998575731569052
요일,0.0004945297331735475
불법주정차,0.00043527640300685316
시군구,0.0003594989974695194
군_달성군,0.00026636129363576355
보호구역,0.0002573957428499778
설치개수,0.00025653794522265713
차량전용,0.00024481806009774736
평지도로,0.0001992593331655094
군_북구,0.00015138989905636927
노면상태,0.00014613606037565448
기상상태,0.00011739947201980407
season,6.642981686552506e-05
어린이보호구역개수,6.511874868419404e-05
군_달서구,3.877238037832341e-05
군_동구,0.0
군_서구,0.0
군_수성구,0.0
군_중구,0.0
군_남구,0.0
