feature,mean_importance
설치개수,-0.0009206621574775475
차량전용,-0.000649434182192099
평지도로,-0.0005531483007902071
weekday_diff_holiday,-0.000512414266422101
weekday_sum_군_수성구,-0.0004840710029549333
군_남구_diff_weekday,-0.0004126116706806293
weekday_sum_군_동구,-0.0003761301785736304
weekday,-0.000324613530119211
holiday_multiply_weekday,-0.00029993383572399777
군_서구,-0.00018198825766650993
불법주정차_diff_weekday,-0.00017395353774509736
holiday_ratio_weekday,-0.0001208102425672486
군_중구,-0.00010977603748814068
불법주정차,-0.00010508937540711915
holiday,-0.00010345892942045242
군_동구,-0.000102866141266178
weekday_ratio_holiday,-1.16232239100178e-06
군_남구,0.0
군_달서구,0.0
군_수성구,7.359856132349574e-05
어린이보호구역개수,9.14460286662866e-05
군_달성군_diff_holiday,0.00012730745775579866
노면상태,0.0001411125282347214
구,0.0002123458096142228
요일,0.00022099202682805962
군_북구,0.00022173639416884773
주차장개수,0.0003691331273664389
보호구역,0.0004002631878345264
기상상태,0.0004065519151627894
season,0.00045441421506910997
군_달성군,0.0005655499565323741
시군구,0.0007225750536755671
군_중구_diff_holiday,0.0019985434784391075
사고발생횟수,0.004490308863798487
Cosine_Time,0.0055799085731461865
도로형태,0.006436956293298745
사고유형,0.04021310611913078
