feature,mean_importance
holiday,-0.0026479036784647246
시군구,-0.0021833099580564007
season_가을,-0.0011263988960085402
요일_일요일,-0.0006380663689370403
요일_금요일,-0.0005321004856488898
season_봄,-0.00047826730423565776
사고유형_차량단독,-0.0004214649125451997
군_중구,-0.0003878493497470048
season_여름,-0.0003831245630466107
요일_토요일,-0.0002704829918029672
요일_화요일,-0.00024210241949831345
군_달서구,-0.00023730485760484755
요일_수요일,-0.00020204865452517763
도로형태_단일로 - 고가도로위,-0.00017435954924944764
군_수성구,-0.00016955088904784253
도로형태_교차로 - 교차로부근,-0.00010944435941977471
군_남구,-6.808700986919991e-05
요일_월요일,-4.724178854336181e-05
기상상태_맑음,-8.27666600906607e-06
도로형태_미분류 - 미분류,0.0
노면상태_서리/결빙,0.0
노면상태_적설,0.0
노면상태_침수,0.0
기상상태_안개,0.0
기상상태_눈,0.0
기상상태_흐림,1.1609590606709298e-05
기상상태_기타,2.697932472419673e-05
노면상태_기타,4.256465778924578e-05
군_북구,6.138773119330753e-05
차량전용,9.495123253955295e-05
군_동구,0.0001172264978307247
도로형태_단일로 - 교량,0.00022046770698509467
season_겨울,0.00022862869729061152
군_서구,0.000274436732660055
요일_목요일,0.00031353487137939504
도로형태_단일로 - 지하차도(도로)내,0.0004019549783786269
어린이보호구역개수,0.00041314178896298957
주차장개수,0.00047207513124591927
weekday,0.0004875092116557678
노면상태_건조,0.0005016885374494295
설치개수,0.0005300750304678026
도로형태_단일로 - 기타,0.0007144107075544026
불법주정차,0.0007669553776638915
도로형태_교차로 - 교차로횡단보도내,0.0007728709045214943
노면상태_젖음/습기,0.000822815168332025
평지도로,0.0009053681528267798
보호구역,0.0010405131046931748
도로형태_기타 - 기타,0.0011156027765259146
군_달성군,0.001233694065705304
도로형태_단일로 - 터널,0.0012645085296345115
기상상태_비,0.001365951757294237
도로형태_주차장 - 주차장,0.0013734022591004313
random_feature,0.0019490210503344985
사고유형_차대사람,0.0021414704548863963
구,0.003952613135704985
도로형태_교차로 - 교차로안,0.004324417304016559
Cosine_Time,0.0052378875038952884
사고발생횟수,0.011117551604298503
사고유형_차대차,0.02682993521359307
