feature,shap_importance
사고유형,0.095096976910274
도로형태,0.026362878721459124
holiday,0.025662563771590787
Cosine_Time,0.014472864545229471
weekday,0.01100143094618366
사고발생횟수,0.009802542471211326
주차장개수,0.007251146050670495
시군구,0.0023380802162602248
요일,0.0017562276603898827
구,0.0015198922745886657
불법주정차,0.001131475523282866
설치개수,0.0009063181777675307
군_달성군,0.0007661674534063045
군_북구,0.0006503532943119411
보호구역,0.0005285376626811379
노면상태,0.0004530449840229664
season,0.0004447617416284094
군_중구,0.0003722179518189936
평지도로,0.00036387511512230307
차량전용,0.0003472392802329955
기상상태,0.00033239572579332527
어린이보호구역개수,0.0001856810253327832
군_남구,6.950098646831273e-05
군_달서구,5.611261360999412e-05
군_동구,5.2863371651917444e-05
군_서구,2.4586176388957285e-05
군_수성구,1.1189107327388333e-05
