feature,shap_importance
사고유형,0.09824943222568198
사고발생횟수,0.040128839618411107
Cosine_Time,0.03350999356874774
요일,0.0277274286936042
도로형태,0.02518237380108162
시군구,0.014191716434621084
season,0.004510929390912046
노면상태,0.002916730890503007
기상상태,0.0015094184356271812
