iter	Poisson
0	0.8638848122
1	0.7418545676
2	0.6470369168
3	0.5663556684
4	0.4981072765
5	0.4400454898
6	0.3897378157
7	0.3480288974
8	0.3115260144
9	0.280030943
10	0.2530939289
11	0.2293998677
12	0.2088183686
13	0.1903573813
14	0.1744888233
15	0.1607806306
16	0.148699013
17	0.1370644414
18	0.1277734571
19	0.1196068788
20	0.1121554962
21	0.1056136445
22	0.0997575533
23	0.09456721092
24	0.08929726361
25	0.08517761491
26	0.08150536523
27	0.07811090575
28	0.07509145678
29	0.07231999567
30	0.06936656561
31	0.06651741672
32	0.06413501728
33	0.06236480197
34	0.06066627003
35	0.0591119493
36	0.05768361051
37	0.05600861755
38	0.05479712929
39	0.05364974275
40	0.05269826011
41	0.05182425281
42	0.05093303619
43	0.04996936442
44	0.04910606167
45	0.04848787905
46	0.04796005075
47	0.04737338931
48	0.04681929423
49	0.04622402508
50	0.04573007388
51	0.04518935415
52	0.04489974745
53	0.0444174711
54	0.04398749371
55	0.04369921277
56	0.04332723956
57	0.04299298241
58	0.04267459159
59	0.04248179296
60	0.04215632901
61	0.04186594745
62	0.04168114125
63	0.04145056301
64	0.04120485139
65	0.04108986361
66	0.04087370533
67	0.0407147235
68	0.04052370283
69	0.04040397619
70	0.04021068957
71	0.0400780916
72	0.03992602718
73	0.03977421013
74	0.03961647109
75	0.03949001228
76	0.03939190502
77	0.0392572521
78	0.03919048629
79	0.03908472832
80	0.03895986211
81	0.03888166668
82	0.03877838398
83	0.0386950702
84	0.03859883599
85	0.03849581824
86	0.03840864135
87	0.03834729094
88	0.03825567029
89	0.03818947861
90	0.03812633455
91	0.03804420891
92	0.03795200155
93	0.03789665782
94	0.03784882715
95	0.0377697588
96	0.03770968165
97	0.0376377687
98	0.03760390652
99	0.03754700649
100	0.0374935252
101	0.0374373684
102	0.03738228246
103	0.03734168336
104	0.03730283361
105	0.03724509425
106	0.03719054491
107	0.03713545441
108	0.03707981804
109	0.03703802792
110	0.0369986991
111	0.0369692301
112	0.03694581271
113	0.03688935793
114	0.03686309979
115	0.03683588315
116	0.03678773557
117	0.03674947908
118	0.03669254086
119	0.03665221504
120	0.03661896989
121	0.03660885073
122	0.0365743859
123	0.03654581676
124	0.03650722978
125	0.03646852039
126	0.0364424976
127	0.0363872227
128	0.0363547823
129	0.03632163093
130	0.03630507941
131	0.03627255773
132	0.03622948862
133	0.03620160206
134	0.03616529899
135	0.03613178891
136	0.03610928924
137	0.03606263401
138	0.03603364301
139	0.03600174637
140	0.0359782193
141	0.03595526355
142	0.03592885551
143	0.03586168541
144	0.03583351464
145	0.03580731834
146	0.03579484112
147	0.03575524022
148	0.03573957876
149	0.0356824243
150	0.03565246773
151	0.03563654404
152	0.03561605332
153	0.03561363333
154	0.03559777158
155	0.03557263705
156	0.03554924768
157	0.03553343114
158	0.03551342858
159	0.03546525923
160	0.03543192847
161	0.03543084287
162	0.03540592864
163	0.03537587604
164	0.03534399424
165	0.03531813598
166	0.035286802
167	0.03527456939
168	0.03525300866
169	0.03520973451
170	0.03518671644
171	0.03516336983
172	0.03511927274
173	0.03509296494
174	0.03505831568
175	0.03504674289
176	0.03501469615
177	0.03500799945
178	0.03496802763
179	0.03494052372
180	0.03491856121
181	0.0348945603
182	0.0348898344
183	0.0348723474
184	0.03483645739
185	0.03482694827
186	0.03480592468
187	0.034764983
188	0.03474085252
189	0.03471181407
190	0.03465949691
191	0.03462619397
192	0.03460996791
193	0.03459311679
194	0.03456304332
195	0.03452057452
196	0.03449535838
197	0.03447074281
198	0.03442699313
199	0.03441560203
200	0.03439525592
201	0.03438240007
202	0.03437130932
203	0.03435064437
204	0.03433134272
205	0.03432182247
206	0.03429426372
207	0.03425786179
208	0.03422985619
209	0.03422536866
210	0.03419689423
211	0.03417953249
212	0.03416381704
213	0.03415266867
214	0.03414146776
215	0.03411510761
216	0.03409511263
217	0.03408727731
218	0.03405394961
219	0.03401783019
220	0.03399664008
221	0.03395892443
222	0.03394082531
223	0.03390453869
224	0.03386808446
225	0.03384819442
226	0.03382823242
227	0.03381467318
228	0.03379001688
229	0.03377385712
230	0.03374895895
231	0.03372894881
232	0.03371099184
233	0.03370152012
234	0.03368779588
235	0.03366825803
236	0.03366424129
237	0.03365752956
238	0.03362383431
239	0.03359439845
240	0.0335849795
241	0.0335803376
242	0.03357144287
243	0.03356203027
244	0.03355020862
245	0.03351400246
246	0.03349380706
247	0.03347870236
248	0.03346126289
