feature,mean_importance
사고유형_차대사람,0.0005073775504953026
도로형태_교차로 - 교차로횡단보도내,0.0006503062451373332
사고발생횟수,0.0032671579630827894
시군구,0.003613776058189355
Cosine_Time,0.0045191058447340724
사고유형_차대차,0.048187099052852525
