feature,mean_importance
구,-0.0008498091266266661
요일,-0.00038679893581592404
평지도로,-0.00021689256603412143
기상상태,-0.00013623766849730768
season,-8.315652819013142e-05
weekday,-7.100441217822162e-05
군_중구,-5.0384934253533406e-05
보호구역,-4.0229337838115776e-05
군_달서구,-3.122433210629438e-05
어린이보호구역개수,-1.2734644994671917e-05
군_남구,1.4338791597801049e-05
군_동구,1.543678165027984e-05
군_수성구,5.012946719460398e-05
노면상태,7.197246817058911e-05
군_서구,0.0001142490300692689
군_북구,0.0002632035943191058
군_달성군,0.00045509819928311044
불법주정차,0.0004725551344232137
설치개수,0.0005967957978331384
차량전용,0.000717849610564758
Cosine_Time,0.0016040574426207988
주차장개수,0.00186015802678694
시군구,0.0021267910718220985
holiday,0.003734212510474633
사고발생횟수,0.005493350370971384
도로형태,0.00573682167149323
사고유형,0.041614574184786736
