feature,shap_importance
사고유형,0.10578514689760228
holiday,0.03549264366013955
Cosine_Time,0.03128916481070335
도로형태,0.02327536690567778
사고발생횟수,0.02032221373596372
주차장개수,0.019816294553327996
시군구,0.00884653266064587
weekday,0.007215292178045779
구,0.0061445960856914865
군_달성군,0.004080513376631536
불법주정차,0.003041846337584448
요일,0.002677795269261655
season,0.002239782615613509
설치개수,0.0022144757785448857
기상상태,0.002068505117855863
평지도로,0.0016469594594852438
군_북구,0.0014816040329765116
보호구역,0.001438646297454104
차량전용,0.001387364083829701
노면상태,0.0012029276105837735
어린이보호구역개수,0.0009166049003197869
군_서구,0.000562921593086735
군_동구,0.0004695663312206339
군_중구,0.00026101518576170855
군_달서구,0.00024361223295820672
군_수성구,0.00012635791888881704
군_남구,5.505753435307511e-05
