feature,shap_importance
사고유형,0.09957148744743495
holiday,0.035014179339317816
도로형태,0.03287041673626706
Cosine_Time,0.03191623376003449
사고발생횟수,0.022558958224287197
주차장개수,0.016586294504162102
weekday,0.010288317071764242
시군구,0.007479412371504691
구,0.0052620636984654235
불법주정차,0.00485331793741171
설치개수,0.004488198976857303
요일,0.003544038171217906
보호구역,0.003140021678547623
군_달성군,0.002894111792742233
평지도로,0.002826198950470037
season,0.002273151939966501
기상상태,0.0013707554596315
어린이보호구역개수,0.0012139079153255013
노면상태,0.0010427660294394902
차량전용,0.0010078514667308369
군_북구,0.000987305272987436
군_중구,0.0009651758576856044
군_동구,0.0008362865059946354
군_서구,0.0003809974120598125
군_달서구,0.00019943821438597745
군_수성구,0.00018931884004247658
군_남구,0.00016205990506714253
