feature,mean_importance
season,-0.0004335570104074149
차량전용,-0.00025537008053637676
시군구,-0.00023570736884266364
설치개수,-0.0001869341624567866
군_중구,-3.4892890064863735e-05
군_동구,-2.7015020426857107e-05
군_서구,-2.5499581826071704e-06
군_수성구,0.0
군_달서구,0.0
군_남구,0.0
평지도로,6.033682198980372e-06
요일,1.099522013505716e-05
군_북구,0.00012709553530181327
어린이보호구역개수,0.0002848401585989091
보호구역,0.00030011520585775385
구,0.0003697358203745615
기상상태,0.00043092552005989936
노면상태,0.0005346154689441329
불법주정차,0.0007618916819803311
군_달성군,0.0008386968171204545
weekday,0.0014426104141092911
주차장개수,0.002095362801003109
holiday,0.003766127200390845
사고발생횟수,0.004019224982129033
도로형태,0.006486639514038828
Cosine_Time,0.0069486154194683845
사고유형,0.04283637820006945
