feature,shap_importance
51_CatBoost_prediction,0.029320622027543607
41_Xgboost_prediction,0.021982001485250653
Ensemble_prediction,0.02060321145637586
46_Xgboost_GoldenFeatures_prediction,0.019258213280161248
47_Xgboost_GoldenFeatures_prediction,0.013305118974827649
61_Xgboost_prediction,0.009016399650262099
64_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.0089585474587303
60_Xgboost_prediction,0.008897059127610204
65_Xgboost_prediction,0.00712871175186544
68_LightGBM_GoldenFeatures_prediction,0.0069892207075023145
44_Xgboost_GoldenFeatures_prediction,0.006858438743213739
66_Xgboost_prediction,0.0061413563384949185
74_CatBoost_prediction,0.0059290996808463205
73_CatBoost_prediction,0.00583857270397393
10_Xgboost_categorical_mix_prediction,0.005684462809444399
10_Xgboost_categorical_mix_GoldenFeatures_prediction,0.004795783219271103
45_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.004778715158252375
37_RandomForest_prediction,0.004369981830100181
67_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.00415670700428135
35_RandomForest_prediction,0.003912111296896179
72_CatBoost_prediction,0.0037434128948540322
75_RandomForest_prediction,0.0031449035331270357
58_RandomForest_prediction,0.0031294775758896067
14_LightGBM_GoldenFeatures_prediction,0.0030694286141709627
49_LightGBM_prediction,0.0030339812579158595
56_RandomForest_prediction,0.0028344745349888397
14_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.0028317083849787464
48_LightGBM_GoldenFeatures_prediction,0.002827516956600188
70_CatBoost_prediction,0.002754341916877755
52_CatBoost_prediction,0.002739165379340474
25_CatBoost_prediction,0.0027083300562998195
14_LightGBM_prediction,0.0025699562222498726
31_CatBoost_prediction,0.0025590045165696093
50_CatBoost_prediction,0.0024585275641602657
59_RandomForest_prediction,0.0022999386480761657
57_RandomForest_prediction,0.0022545692501740166
40_RandomForest_prediction,0.0021725654744755027
36_RandomForest_prediction,0.0021239996209737096
23_CatBoost_prediction,0.00185846664193964
22_LightGBM_prediction,0.0013041556355848202
55_RandomForest_prediction,0.0012864048737842445
시군구,0.0006310864086334141
구,0.00041585022813733297
평지도로,0.00040148675333631103
사고발생횟수,0.00032442627655313315
주차장개수,0.0002693758111736713
설치개수,0.00025584752990621067
weekday,0.0002419055214911972
Cosine_Time,0.00023733093106296415
도로형태,0.000228404108958169
요일,0.0002192865555552511
불법주정차,0.00016977785977557295
어린이보호구역개수,0.00016667239075586363
보호구역,0.0001395092762095816
군_달성군,0.00012974998579428073
season,0.00011334935215990119
사고유형,0.00010185407857978872
차량전용,9.300908477445374e-05
군_달서구,7.629707992104787e-05
군_중구,5.1184427720979115e-05
군_북구,3.972011600307492e-05
군_서구,3.869913449463345e-05
기상상태,3.6664594128897664e-05
holiday,2.3421219801692396e-05
군_동구,1.655090488063729e-05
노면상태,1.4900721361713269e-05
군_수성구,1.362343767761694e-05
군_남구,0.0
