feature,shap_importance
Ensemble_prediction,0.03947705735803259
46_Xgboost_GoldenFeatures_prediction,0.022982569420296296
51_CatBoost_prediction,0.01972218723106201
61_Xgboost_prediction,0.01834634957527538
68_LightGBM_GoldenFeatures_prediction,0.016391901507266625
65_Xgboost_prediction,0.015671626584464967
10_Xgboost_categorical_mix_prediction,0.015309806268143588
64_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.01401712710134345
48_LightGBM_GoldenFeatures_prediction,0.013336676430887396
10_Xgboost_categorical_mix_GoldenFeatures_prediction,0.012223714629615528
40_RandomForest_prediction,0.01215496376230855
47_Xgboost_GoldenFeatures_prediction,0.012066456423080149
74_CatBoost_prediction,0.011422332316638821
66_Xgboost_prediction,0.011057604747049367
31_CatBoost_prediction,0.010103951619443092
41_Xgboost_prediction,0.009490079335080372
23_CatBoost_prediction,0.00866506789082536
45_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.00779400665441959
59_RandomForest_prediction,0.007609400705224521
75_RandomForest_prediction,0.006533633735815259
49_LightGBM_prediction,0.006329516072653506
44_Xgboost_GoldenFeatures_prediction,0.006294615290639723
25_CatBoost_prediction,0.006206041322265701
14_LightGBM_prediction,0.006079798526730897
14_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.006063761956793215
56_RandomForest_prediction,0.0057915988333842785
73_CatBoost_prediction,0.00547888606865728
70_CatBoost_prediction,0.00528154030831341
37_RandomForest_prediction,0.005239123388790968
67_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.005172055594986706
36_RandomForest_prediction,0.0048385113299727325
50_CatBoost_prediction,0.00455179141161947
35_RandomForest_prediction,0.0044973174419469615
22_LightGBM_prediction,0.004344236108400176
14_LightGBM_GoldenFeatures_prediction,0.00422772973865922
57_RandomForest_prediction,0.0033726083845279967
55_RandomForest_prediction,0.003331787677571007
58_RandomForest_prediction,0.003146552319574852
52_CatBoost_prediction,0.0029489569402687027
72_CatBoost_prediction,0.0027956976805485665
60_Xgboost_prediction,0.002418845334041815
시군구,0.0015926934147123786
구,0.001461758687102147
Cosine_Time,0.001315642541956338
설치개수,0.0008479938749641303
평지도로,0.0006458603740343151
사고발생횟수,0.0006428901843168163
season,0.00048796309752140887
사고유형,0.000444415545641803
도로형태,0.00039211027823769995
어린이보호구역개수,0.00037829463096738
주차장개수,0.00037340852871480554
군_수성구,0.00027416748423307705
군_달서구,0.0002487338635716332
보호구역,0.00019738356379673513
차량전용,0.00017811503365773105
군_동구,0.0001241869566498473
요일,8.756056100480509e-05
군_달성군,7.004487173781195e-05
노면상태,5.406677295979227e-05
기상상태,1.2621617465506004e-05
군_중구,0.0
불법주정차,0.0
군_북구,0.0
weekday,0.0
군_서구,0.0
holiday,0.0
군_남구,0.0
