feature,shap_importance
Ensemble_prediction,0.03302722670708106
51_CatBoost_prediction,0.02230292799919152
41_Xgboost_prediction,0.021502556992982518
61_Xgboost_prediction,0.01783102825836508
60_Xgboost_prediction,0.015974272168809523
46_Xgboost_GoldenFeatures_prediction,0.015859647644749484
47_Xgboost_GoldenFeatures_prediction,0.00804872091551785
74_CatBoost_prediction,0.007930543613616713
10_Xgboost_categorical_mix_GoldenFeatures_prediction,0.00722047928689309
72_CatBoost_prediction,0.007118932432644502
59_RandomForest_prediction,0.006926079218140595
45_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.006805318070316509
25_CatBoost_prediction,0.0066383067764154225
66_Xgboost_prediction,0.006587226198874784
64_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.005879707908811956
65_Xgboost_prediction,0.0057916451829980965
68_LightGBM_GoldenFeatures_prediction,0.005575466906254955
37_RandomForest_prediction,0.005510398538426316
31_CatBoost_prediction,0.005375501955566247
67_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.005235295861123258
14_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.005066101192702947
50_CatBoost_prediction,0.00498283075513399
49_LightGBM_prediction,0.004977739971292878
48_LightGBM_GoldenFeatures_prediction,0.0048136871373781415
75_RandomForest_prediction,0.004778630345455132
44_Xgboost_GoldenFeatures_prediction,0.004187134706359902
14_LightGBM_GoldenFeatures_prediction,0.004154560467660891
73_CatBoost_prediction,0.004038868593650773
14_LightGBM_prediction,0.004019938552037623
23_CatBoost_prediction,0.003976755960482913
22_LightGBM_prediction,0.003961320002873892
52_CatBoost_prediction,0.00396086268089058
10_Xgboost_categorical_mix_prediction,0.0037442472716044885
36_RandomForest_prediction,0.0037335759183691635
70_CatBoost_prediction,0.003703420727847198
57_RandomForest_prediction,0.0034003932083251018
56_RandomForest_prediction,0.0030164071077560892
40_RandomForest_prediction,0.0029928384439755675
55_RandomForest_prediction,0.0026986678796417883
35_RandomForest_prediction,0.0025643762798306436
58_RandomForest_prediction,0.002039585779534958
시군구,0.0010091944185322433
구,0.0006741506241702942
설치개수,0.0005421324277279565
사고발생횟수,0.00045360786995108043
weekday,0.00040725077736762346
요일,0.0003882802608378395
주차장개수,0.00036044563499211166
Cosine_Time,0.0003170565080499502
평지도로,0.0003117218132652837
보호구역,0.0002699177743363919
season,0.0002660990564083246
사고유형,0.000255712104578999
도로형태,0.0002489989677402231
어린이보호구역개수,0.00022717597352929974
불법주정차,0.000227029450449436
차량전용,0.00013581010973450234
노면상태,0.00010336860153095005
기상상태,9.952884715031606e-05
군_서구,8.110046951621716e-05
holiday,7.879713385035795e-05
군_달서구,6.361914688002694e-05
군_북구,6.191164316369831e-05
군_동구,4.998386788999189e-05
군_중구,3.4843362956094716e-05
군_달성군,2.0345757685850526e-05
군_수성구,8.036373247407486e-06
군_남구,0.0
