feature,shap_importance
Ensemble_prediction,0.03510537791617295
51_CatBoost_prediction,0.030257380540206033
41_Xgboost_prediction,0.02245300994741924
61_Xgboost_prediction,0.01918811403490609
47_Xgboost_GoldenFeatures_prediction,0.019156556864284933
60_Xgboost_prediction,0.016465260460212617
46_Xgboost_GoldenFeatures_prediction,0.011778482481029608
64_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.01118836866532614
68_LightGBM_GoldenFeatures_prediction,0.011000135292460553
74_CatBoost_prediction,0.010619902937973675
44_Xgboost_GoldenFeatures_prediction,0.010165651283076099
49_LightGBM_prediction,0.009199299528528002
48_LightGBM_GoldenFeatures_prediction,0.00724506421076104
73_CatBoost_prediction,0.0072132189850053294
45_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.00707149687399684
70_CatBoost_prediction,0.006805313452238683
37_RandomForest_prediction,0.006504538154106319
66_Xgboost_prediction,0.0064136886594784205
35_RandomForest_prediction,0.006374888264734574
58_RandomForest_prediction,0.006327352831578044
72_CatBoost_prediction,0.006124983515074758
65_Xgboost_prediction,0.00600604083411461
59_RandomForest_prediction,0.005590817723609081
75_RandomForest_prediction,0.005371194532111501
10_Xgboost_categorical_mix_prediction,0.005079783686501513
23_CatBoost_prediction,0.005054851630914681
14_LightGBM_GoldenFeatures_prediction,0.0048960366150948625
52_CatBoost_prediction,0.004769556667126995
14_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.004752266515498912
67_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.004120915493048818
10_Xgboost_categorical_mix_GoldenFeatures_prediction,0.0040539307124504795
57_RandomForest_prediction,0.0038481183660499015
31_CatBoost_prediction,0.0035524695048065992
50_CatBoost_prediction,0.003517828291199252
22_LightGBM_prediction,0.0033445331625461504
25_CatBoost_prediction,0.0032974285548332373
55_RandomForest_prediction,0.003099184164620057
14_LightGBM_prediction,0.002740724796063428
40_RandomForest_prediction,0.0027201260029419356
56_RandomForest_prediction,0.0025312428851363613
36_RandomForest_prediction,0.0022362614253557274
구,0.0010656902350068232
시군구,0.0010485731131774955
사고발생횟수,0.0010379557048404676
도로형태,0.0007540327200428031
설치개수,0.0007020412462348431
Cosine_Time,0.0006843812236745216
주차장개수,0.0006108623324502477
season,0.0005861829767077504
요일,0.00044950793368127393
평지도로,0.00040185876422857295
보호구역,0.00034326674974822954
불법주정차,0.0002908712968030417
weekday,0.0002412725514740214
차량전용,0.00017044085520731268
사고유형,0.00016395004607574289
군_중구,0.00015659013067650867
군_수성구,0.00015623084875033806
어린이보호구역개수,0.00015123029755528445
군_서구,0.00013688375323467813
기상상태,8.645273339372045e-05
노면상태,6.794667589736632e-05
군_북구,6.547728614473713e-05
군_남구,2.53562710461724e-05
군_달서구,0.0
군_동구,0.0
군_달성군,0.0
holiday,0.0
