feature,shap_importance
사고유형,0.10168493417520791
holiday,0.03640924892777695
Cosine_Time,0.03249184333120531
도로형태,0.03128933957005933
사고발생횟수,0.02287417847258069
주차장개수,0.018762999012753568
weekday,0.008996019877362134
시군구,0.007668876126702041
구,0.005579931906285543
불법주정차,0.0033166655768263344
설치개수,0.003059351570722994
요일,0.0028046839671873876
군_달성군,0.002486473547637032
평지도로,0.0022929020850767172
season,0.0021860571614826423
보호구역,0.0021289185330533554
어린이보호구역개수,0.0018703087053477737
기상상태,0.001220918502536812
군_북구,0.0011575734951907294
차량전용,0.0011487639782822396
노면상태,0.0009609465324847596
군_중구,0.0007515298953984248
군_달서구,0.0004967720539227281
군_서구,0.0004711602328329308
군_수성구,0.00027398147506665536
군_동구,0.0002640473112353325
군_남구,7.91747215274103e-05
