feature,shap_importance
사고유형,0.10305462880604571
Cosine_Time,0.028305727300273083
holiday,0.026935567361060463
도로형태,0.02685578420942132
사고발생횟수,0.019895652726596238
주차장개수,0.01662531913562662
weekday,0.011229947036648757
시군구,0.004431876939280479
구,0.0043929181795774675
군_달성군,0.0027268813772424252
불법주정차,0.001996049152522513
설치개수,0.0019212634634133317
군_북구,0.001517820983602517
기상상태,0.0015028780058859974
요일,0.0014233022563837423
보호구역,0.0013463752281514321
season,0.001204483848779292
차량전용,0.0011169461333574258
어린이보호구역개수,0.0008352604057339435
평지도로,0.0008346286439589919
노면상태,0.0008010295071063981
군_중구,0.0005350187202404584
군_서구,0.0004016993513998117
군_달서구,0.000175346461742388
군_동구,0.00013019578331030464
군_남구,6.948558850078688e-05
군_수성구,4.950862738034378e-05
