feature,shap_importance
사고유형,0.10552422817444891
holiday,0.029830230259877827
도로형태,0.026957253819045953
Cosine_Time,0.025287409976464347
주차장개수,0.01729099359201984
사고발생횟수,0.016740922418588027
weekday,0.01291624983368974
시군구,0.0054249839845460215
구,0.004990647820206601
군_달성군,0.0030564783659080418
불법주정차,0.0023077106004463607
기상상태,0.0019771436193895763
요일,0.0018610756025439807
군_북구,0.001524727911324152
평지도로,0.0013716600718298286
노면상태,0.0012103894723691768
season,0.00119837966430642
보호구역,0.0011411676805387291
설치개수,0.0010547855094858198
차량전용,0.00096578638629765
어린이보호구역개수,0.0006609411865982117
군_중구,0.0003883942200191249
군_서구,0.0002282571943628748
군_달서구,0.00020575945794346447
군_남구,0.00016731606453405582
군_동구,0.00016697124684610809
군_수성구,0.00011500108438858135
