feature,shap_importance
사고유형,0.10318203997361806
holiday,0.03571156708176587
Cosine_Time,0.0251214000280588
도로형태,0.022095030431377418
주차장개수,0.01518159422268435
사고발생횟수,0.014747233583187419
weekday,0.010602889890258182
불법주정차,0.006157787279372603
구,0.00407666102451638
시군구,0.0036807142950444015
군_달성군,0.0036407995266840676
평지도로,0.003091148606262127
설치개수,0.0026505397142861853
차량전용,0.002579247677758459
보호구역,0.0022929322553395188
군_북구,0.001894215773883945
노면상태,0.0018397472015186508
요일,0.0015086829606116745
기상상태,0.0014718159769909476
season,0.0007686184960965324
어린이보호구역개수,0.000621612557019358
군_서구,0.0003002516663418262
군_동구,5.0107220172663324e-05
군_수성구,0.0
군_중구,0.0
군_달서구,0.0
군_남구,0.0
