feature,shap_importance
Ensemble_prediction,0.03993350108141188
46_Xgboost_GoldenFeatures_prediction,0.027030063695691758
61_Xgboost_prediction,0.026815395737418403
44_Xgboost_GoldenFeatures_prediction,0.01532484839682762
51_CatBoost_prediction,0.014428512220810177
47_Xgboost_GoldenFeatures_prediction,0.013667945317176104
64_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.010894402877606736
68_LightGBM_GoldenFeatures_prediction,0.010576130044773015
41_Xgboost_prediction,0.010191356140093833
70_CatBoost_prediction,0.009696205460604639
67_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.009192770847950471
72_CatBoost_prediction,0.008807756018658257
49_LightGBM_prediction,0.00821750249118857
74_CatBoost_prediction,0.00812792321033741
36_RandomForest_prediction,0.007792908060084534
10_Xgboost_categorical_mix_GoldenFeatures_prediction,0.007550809292079663
45_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.007277482185572414
60_Xgboost_prediction,0.006511040072533953
65_Xgboost_prediction,0.006483750539184138
52_CatBoost_prediction,0.0058836674869402915
37_RandomForest_prediction,0.005384147308031016
56_RandomForest_prediction,0.005287546424699443
59_RandomForest_prediction,0.005058481932374852
35_RandomForest_prediction,0.0050024973469421745
14_LightGBM_prediction,0.004848098526688159
66_Xgboost_prediction,0.004793485845086951
50_CatBoost_prediction,0.004657679968130201
40_RandomForest_prediction,0.003863732706679132
48_LightGBM_GoldenFeatures_prediction,0.0037923908866643904
22_LightGBM_prediction,0.003430655524940893
58_RandomForest_prediction,0.003362550929364899
73_CatBoost_prediction,0.003244798480513127
14_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.0032242840367741796
25_CatBoost_prediction,0.0031733926870186778
75_RandomForest_prediction,0.003061227123417558
10_Xgboost_categorical_mix_prediction,0.0029915608562759654
설치개수,0.002772279118370086
31_CatBoost_prediction,0.002622216615165411
57_RandomForest_prediction,0.0025145220034177634
55_RandomForest_prediction,0.002367893901440167
23_CatBoost_prediction,0.0019852452810008962
14_LightGBM_GoldenFeatures_prediction,0.0018420285243553917
구,0.0013782358825303797
사고발생횟수,0.0011438799106021375
시군구,0.0008290013492820155
Cosine_Time,0.0008203826735087672
사고유형,0.0007224262194443505
season,0.0006421304307804818
어린이보호구역개수,0.0005142761578930013
보호구역,0.00040436542534468174
도로형태,0.00032985084866261324
weekday,0.0002739684761564118
평지도로,0.000248581849968688
주차장개수,0.00018199968686595443
차량전용,0.00017988903372715464
불법주정차,0.00010795948248635764
군_북구,6.146913193658909e-05
요일,3.416408886117379e-05
군_서구,2.8831639037422465e-05
기상상태,1.874757721634886e-05
노면상태,6.121774907875775e-06
군_남구,0.0
군_달서구,0.0
군_달성군,0.0
군_동구,0.0
군_수성구,0.0
군_중구,0.0
holiday,0.0
