feature,shap_importance
51_CatBoost_prediction,0.028865823774999178
47_Xgboost_GoldenFeatures_prediction,0.026298918561383642
Ensemble_prediction,0.02574829525845385
61_Xgboost_prediction,0.024603561330089896
46_Xgboost_GoldenFeatures_prediction,0.01735520089548558
41_Xgboost_prediction,0.01590361480990225
66_Xgboost_prediction,0.013491197171686654
64_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.012967264239649789
49_LightGBM_prediction,0.010868472729722913
45_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.010245539462128677
44_Xgboost_GoldenFeatures_prediction,0.00956957693889095
10_Xgboost_categorical_mix_prediction,0.008823719704855173
65_Xgboost_prediction,0.008661413825419613
50_CatBoost_prediction,0.008478315127359875
40_RandomForest_prediction,0.008415248149363617
35_RandomForest_prediction,0.00839041424303185
68_LightGBM_GoldenFeatures_prediction,0.008323919278507131
48_LightGBM_GoldenFeatures_prediction,0.007786619006966667
73_CatBoost_prediction,0.007056997698512989
14_LightGBM_GoldenFeatures_prediction,0.007052160861261288
67_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.006924573738593984
58_RandomForest_prediction,0.006903878217283056
72_CatBoost_prediction,0.006859967420466532
60_Xgboost_prediction,0.006783784661346587
37_RandomForest_prediction,0.00634294313518646
10_Xgboost_categorical_mix_GoldenFeatures_prediction,0.006158808563163343
74_CatBoost_prediction,0.006107312235700959
14_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.005603580113911532
52_CatBoost_prediction,0.005554920035353745
59_RandomForest_prediction,0.005372881024208092
75_RandomForest_prediction,0.00493584043601504
56_RandomForest_prediction,0.004861681538528817
25_CatBoost_prediction,0.0043816556200623295
23_CatBoost_prediction,0.003835038539295565
57_RandomForest_prediction,0.0033748797817454088
36_RandomForest_prediction,0.003075454808476768
14_LightGBM_prediction,0.002831088623901568
22_LightGBM_prediction,0.0028018997697551286
70_CatBoost_prediction,0.002755158410467346
31_CatBoost_prediction,0.0019307541146091566
55_RandomForest_prediction,0.0018352262386914903
구,0.00097068581822937
불법주정차,0.000903460657994352
설치개수,0.0008156129074981657
시군구,0.0006818087878897402
평지도로,0.0006513917653957847
도로형태,0.0006396403078520829
보호구역,0.000633769492097643
사고발생횟수,0.0004673599206516915
요일,0.00045078631604307713
Cosine_Time,0.0004178022726169243
season,0.00034606789195033345
weekday,0.0003445360295292854
주차장개수,0.0003274024567643719
어린이보호구역개수,0.00027179701034953004
노면상태,0.00026317105336905254
차량전용,0.0002272990790981086
군_수성구,0.00022333867220904636
군_동구,0.00012605029272480994
군_중구,0.0001035833558908331
사고유형,9.591840718447072e-05
holiday,4.666555348242345e-05
군_북구,4.603741577444902e-05
기상상태,3.745598616212999e-05
군_서구,3.409244483137785e-05
군_달성군,0.0
군_달서구,0.0
군_남구,0.0
