feature,mean_importance
보호구역,-0.0009892269013562327
어린이보호구역개수,-0.00021413908712730745
군_수성구,-8.804509559283691e-05
평지도로,-2.5467686893243523e-05
season,-2.4708618804325513e-07
군_남구,0.0
군_달서구,2.476864251654831e-05
군_중구,3.180679750343085e-05
불법주정차,8.990603176914914e-05
기상상태,0.0001222633872686618
군_동구,0.00013454523645297644
군_달성군,0.00014212332617673517
군_서구,0.0001531359325920967
차량전용,0.0003778944153585595
노면상태,0.0005176043332960845
군_북구,0.0006014899922465622
요일,0.0006250610844490856
사고발생횟수,0.0008580680012471254
구,0.0008816504255233504
설치개수,0.0012009388577023383
주차장개수,0.0015313110757319893
시군구,0.0023293308693865143
weekday,0.002696602778473167
Cosine_Time,0.00536019237940426
holiday,0.005468220329413076
도로형태,0.008226584562489637
사고유형,0.03346076627584218
