feature,mean_importance
구,-0.002976682935322339
시군구,-0.0018413957658106384
설치개수,-0.0012284865023104885
도로형태_교차로 - 교차로안,-0.001220438601824636
군_북구,-0.0007762688206073953
도로형태_단일로 - 터널,-0.000670256921138801
요일_일요일,-0.0005782004694792952
어린이보호구역개수,-0.00024121013291287242
weekday,-0.0002249284259629114
요일_금요일,-0.00016545065690047877
season_여름,-0.0001648705839270015
도로형태_단일로 - 기타,-0.0001447215652873979
도로형태_단일로 - 교량,-0.0001281230506951836
기상상태_비,-9.222656872873714e-05
기상상태_맑음,-8.955738911056165e-05
보호구역,-7.359725848679055e-05
차량전용,-5.300927690341517e-05
기상상태_흐림,-4.369811200750639e-05
군_수성구,-1.4641327617548327e-05
요일_수요일,-4.972378863410399e-06
노면상태_서리/결빙,0.0
기상상태_안개,0.0
노면상태_침수,0.0
도로형태_미분류 - 미분류,0.0
기상상태_눈,0.0
노면상태_적설,0.0
노면상태_기타,6.939516192439044e-06
도로형태_단일로 - 지하차도(도로)내,8.669107101200168e-06
요일_토요일,2.2618463503665254e-05
군_남구,2.4728585399413915e-05
군_동구,4.600413343078813e-05
군_중구,5.445092419233966e-05
기상상태_기타,5.9551437996319125e-05
노면상태_건조,6.941875355006565e-05
도로형태_단일로 - 고가도로위,7.91177001019161e-05
평지도로,0.00010188930988781486
요일_목요일,0.00021648591556377994
도로형태_교차로 - 교차로부근,0.00022249995327636718
노면상태_젖음/습기,0.0002279037640668502
season_가을,0.0002457354566215653
군_달서구,0.00027868395350574284
season_봄,0.00028842537459410343
주차장개수,0.00030419356383593055
불법주정차,0.0003084108541256292
사고발생횟수,0.00034585166441174485
요일_월요일,0.00036526476156102384
군_달성군,0.0004320403534429751
season_겨울,0.00045157698353590623
군_서구,0.0006044882699154819
요일_화요일,0.000775810340454175
도로형태_주차장 - 주차장,0.002382369563977882
holiday,0.0023850292937041663
도로형태_교차로 - 교차로횡단보도내,0.002899363835031199
사고유형_차량단독,0.0032303024991005903
도로형태_기타 - 기타,0.003589149057291596
사고유형_차대사람,0.005140186201842978
Cosine_Time,0.008700556496778412
사고유형_차대차,0.015392817281544291
