feature,mean_importance
Dist_Cluster_0,-0.0024403714240247565
사고발생횟수,-0.0020722120320901148
시군구,-0.001917056819886276
Dist_Cluster_5,-0.0017931368626402655
Dist_Cluster_11,-0.0014207289129398726
평지도로,-0.001229091808025995
주차장개수,-0.0010154266303221027
Dist_Cluster_7,-0.0009894714041932095
Dist_Cluster_12,-0.0009351704511995296
Dist_Cluster_17,-0.0008574631396660592
불법주정차,-0.0007598150336975751
노면상태_젖음/습기,-0.0007438919349508577
기상상태_맑음,-0.0004321042108511586
weekday,-0.00038881659552068013
기상상태_비,-0.00031162411655667467
Dist_Cluster_13,-0.00026947719816419193
요일_일요일,-0.00015815597825936668
도로형태_교차로 - 교차로부근,-0.00015758575165021328
season_여름,-0.00015698732272504401
군_달성군,-0.00015381133183216543
도로형태_교차로 - 교차로안,-0.00013485158142749752
season_봄,-0.00012488399578878263
Dist_Cluster_16,-9.235564651979277e-05
설치개수,-3.743176871988663e-05
도로형태_단일로 - 기타,-8.326545873771352e-06
도로형태_미분류 - 미분류,0.0
기상상태_안개,0.0
노면상태_기타,0.0
노면상태_서리/결빙,0.0
기상상태_눈,0.0
기상상태_기타,0.0
노면상태_적설,0.0
요일_월요일,0.0
노면상태_침수,0.0
군_남구,0.0
season_겨울,0.0
기상상태_흐림,0.0
군_달서구,0.0
군_동구,0.0
군_중구,0.0
군_수성구,0.0
군_서구,0.0
어린이보호구역개수,0.0
군_북구,0.0
요일_수요일,9.991279149645927e-06
요일_토요일,1.49813624413353e-05
Dist_Cluster_9,2.2486903480611886e-05
요일_금요일,4.261558878695393e-05
Dist_Cluster_15,7.177742496202732e-05
노면상태_건조,7.432018797211004e-05
season_가을,7.513060737447397e-05
도로형태_단일로 - 지하차도(도로)내,0.00010878734268342516
Dist_Cluster_18,0.00013109701677833653
도로형태_단일로 - 교량,0.00016785183678020844
Dist_Cluster_8,0.0001987673365296816
차량전용,0.0003220426895913731
Cluster,0.0003260799474530396
도로형태_단일로 - 고가도로위,0.000367892391784963
Dist_Cluster_10,0.0003853261597938751
구,0.00039056702337594287
요일_목요일,0.0004247666607994249
Dist_Cluster_6,0.00043316235700006087
Dist_Cluster_3,0.0004994571942549486
보호구역,0.0005377755866243783
요일_화요일,0.0005627500064765423
Dist_Cluster_14,0.0005882344190171418
도로형태_단일로 - 터널,0.0005992314302067703
도로형태_주차장 - 주차장,0.0010197264319499189
Dist_Cluster_2,0.0012599353691852056
Dist_Cluster_1,0.0012926713440758243
사고유형_차량단독,0.0013584786231412237
Dist_Cluster_4,0.0017544192698732974
도로형태_교차로 - 교차로횡단보도내,0.0019087329786703577
Cosine_Time,0.0021724211207885037
holiday,0.0024000569418837214
도로형태_기타 - 기타,0.0034283033271463427
사고유형_차대사람,0.003847119475865557
사고유형_차대차,0.020008244253293596
