feature,mean_importance
72_CatBoost_prediction,-0.002309513444389677
48_LightGBM_GoldenFeatures_prediction,-0.0012137326258156334
67_LightGBM_GoldenFeatures_SelectedFeatures_prediction,-0.000905373921068886
23_CatBoost_prediction,-0.0008237756478765678
31_CatBoost_prediction,-0.000775396308689591
35_RandomForest_prediction,-0.0006846078819014556
52_CatBoost_prediction,-0.0004664824343538987
36_RandomForest_prediction,-0.0003991258991373536
55_RandomForest_prediction,-0.000314411540904902
45_LightGBM_GoldenFeatures_SelectedFeatures_prediction,-0.0002833899053203082
요일,-0.0002757599378039988
25_CatBoost_prediction,-0.00020932057238336465
49_LightGBM_prediction,-0.0001823014235414533
75_RandomForest_prediction,-0.0001544560094627112
22_LightGBM_prediction,-0.00011061085540184923
구,-7.476274237085966e-05
기상상태,-6.406023680938233e-05
보호구역,-6.308344885239681e-05
군_달성군_diff_holiday,-5.7527382409960916e-05
평지도로,-3.572426600124689e-05
차량전용,-2.8819408726565854e-05
65_Xgboost_prediction,-2.6891627464387113e-05
군_수성구,-2.4251223158500145e-05
어린이보호구역개수,-1.244329541052469e-05
weekday_ratio_holiday,0.0
holiday_multiply_weekday,0.0
weekday_sum_군_수성구,0.0
weekday_diff_holiday,0.0
군_중구_diff_holiday,0.0
holiday_ratio_weekday,0.0
노면상태,0.0
군_북구,0.0
군_남구,0.0
군_달서구,0.0
군_달성군,0.0
군_서구,0.0
holiday,0.0
군_중구,0.0
weekday,0.0
군_동구,0.0
season,3.1641414733662997e-06
Cosine_Time,9.223174805272904e-06
weekday_sum_군_동구,1.4689351056174083e-05
37_RandomForest_prediction,2.9539040613268953e-05
불법주정차_diff_weekday,5.4400110810859384e-05
도로형태,7.667231454551171e-05
사고발생횟수,9.669727873273803e-05
시군구,0.00010256366815826201
주차장개수,0.0001452328967159522
사고유형,0.0001622391314251459
41_Xgboost_prediction,0.00019670914731435564
58_RandomForest_prediction,0.0002130102085213581
군_남구_diff_weekday,0.00023070257067185905
14_LightGBM_GoldenFeatures_prediction,0.000269086248625805
불법주정차,0.00027441012616800096
14_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.00035858347512918165
설치개수,0.00043814808274662554
14_LightGBM_prediction,0.0004740244519789716
64_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.0006563865108027755
10_Xgboost_categorical_mix_prediction,0.0007280232397151032
73_CatBoost_prediction,0.001168128454187989
74_CatBoost_prediction,0.0012602321061867094
68_LightGBM_GoldenFeatures_prediction,0.0012791941929426454
61_Xgboost_prediction,0.0013907128720656915
51_CatBoost_prediction,0.0015393900774291814
60_Xgboost_prediction,0.0017002248113324736
56_RandomForest_prediction,0.0017488822002091231
10_Xgboost_categorical_mix_GoldenFeatures_prediction,0.001789917930662277
57_RandomForest_prediction,0.0017999394368909626
70_CatBoost_prediction,0.0018315013944007808
50_CatBoost_prediction,0.0022773975606292796
66_Xgboost_prediction,0.0024987161446534236
44_Xgboost_GoldenFeatures_prediction,0.002802681413070607
59_RandomForest_prediction,0.0031913286734885915
47_Xgboost_GoldenFeatures_prediction,0.004270803475020757
40_RandomForest_prediction,0.004305822884449117
Ensemble_prediction,0.006076200439139168
46_Xgboost_GoldenFeatures_prediction,0.007071654127300775
