feature,shap_importance
사고유형,0.10721514237941147
holiday,0.036652283684696745
Cosine_Time,0.023280694193170984
도로형태,0.018708267721559046
주차장개수,0.007321357181650287
사고발생횟수,0.006409002853559598
weekday,0.003240060770098681
구,0.002690406798500754
시군구,0.0011041562971691992
노면상태,0.0010189065098373325
기상상태,0.0009020953831184142
불법주정차,0.000678226671324609
season,0.0006283970302939061
설치개수,0.0006253325088813038
군_달성군,0.00048142504867592045
요일,0.00043804482530035964
군_북구,0.0004052762999694663
평지도로,0.0003836488290123385
보호구역,0.0002713584668506882
차량전용,0.00022475043540933756
어린이보호구역개수,6.23568545981468e-05
군_수성구,4.3212580844583286e-05
군_동구,2.4093183797311834e-05
군_남구,8.293421556103717e-06
군_달서구,0.0
군_서구,0.0
군_중구,0.0
