feature,shap_importance
사고유형,0.10950851025358818
Cosine_Time,0.031845554855086375
holiday,0.03170737517569849
도로형태,0.01781849689028264
주차장개수,0.005856854484023286
weekday,0.005483571196441584
사고발생횟수,0.005101042333008604
구,0.0033649259563469135
노면상태,0.0011533372257310015
기상상태,0.001107385446563038
시군구,0.001007364827649329
요일,0.00078130481663453
보호구역,0.000698116547496812
불법주정차,0.0006516643788430117
season,0.0005592174628078287
차량전용,0.0005009567421978683
설치개수,0.00038183215607452486
평지도로,0.00038135481582846846
군_달성군,0.00034987819801715056
어린이보호구역개수,0.00020370109089492438
군_남구,3.653886652592263e-05
군_서구,1.2790933782011353e-05
군_달서구,0.0
군_동구,0.0
군_북구,0.0
군_수성구,0.0
군_중구,0.0
