feature,shap_importance
사고유형,0.11281315495690374
holiday,0.03234406937550716
Cosine_Time,0.029942836625877167
도로형태,0.018314890395921993
weekday,0.008258188066932228
사고발생횟수,0.00685097996981224
주차장개수,0.006019985943196049
구,0.0023252444075895235
시군구,0.0015110077406944287
불법주정차,0.0014668951912539406
기상상태,0.0011584131791952533
차량전용,0.0010621915440363608
보호구역,0.0010486407605055429
설치개수,0.0008366535045670125
season,0.000663252076197013
평지도로,0.0005811571757159227
군_달성군,0.00047756990237077886
어린이보호구역개수,0.0003212966631287596
요일,0.0003050655771019443
군_달서구,0.00021027614812216925
노면상태,0.00013078174586529884
군_수성구,0.00011871226818179503
군_동구,6.534970938984712e-05
군_중구,6.20691599944799e-05
군_북구,0.0
군_서구,0.0
군_남구,0.0
