feature,shap_importance
사고유형,0.10947462108152586
holiday,0.03245878795981334
Cosine_Time,0.030567850872690695
도로형태,0.01752700614911469
weekday,0.006057512142805342
사고발생횟수,0.00563454292813023
구,0.0031491562703161156
주차장개수,0.00300556791954192
시군구,0.0013927212219616075
설치개수,0.0010928961227303841
기상상태,0.0007691256004684361
season,0.0007584314923935881
차량전용,0.0007295759438757392
군_달성군,0.0007095527760911083
노면상태,0.0005899073190129397
평지도로,0.0005020445877250399
군_달서구,0.0003033056686453272
어린이보호구역개수,0.00020084780356235794
보호구역,0.000195196723121974
군_수성구,9.704801790090496e-05
군_서구,5.364426330043862e-05
군_남구,0.0
군_동구,0.0
군_북구,0.0
군_중구,0.0
불법주정차,0.0
요일,0.0
