feature,shap_importance
사고유형,0.11049266525285661
holiday,0.0337672159021169
Cosine_Time,0.025497741002153934
도로형태,0.019708982982403235
사고발생횟수,0.007269835923289943
주차장개수,0.005524191397161435
weekday,0.004997264950685734
구,0.0023180099663631373
기상상태,0.0013709991274469776
노면상태,0.0011793215402279757
시군구,0.0009487209008134043
불법주정차,0.0007872647307245388
군_달성군,0.0006308474530838409
보호구역,0.0006233783985310567
설치개수,0.0005545043703104667
요일,0.00042354622531830016
차량전용,0.00041573359406362636
평지도로,0.0003227858938233664
season,0.00022513585967046058
군_서구,0.00015089166772166288
군_북구,0.00010861496032913078
어린이보호구역개수,9.31768647682799e-05
군_동구,2.850211332454542e-05
군_달서구,2.414008248299928e-05
군_중구,1.605505791905458e-05
군_수성구,2.982744707137865e-06
군_남구,0.0
