feature,shap_importance
사고유형,0.11186509667258301
holiday,0.03949648132600602
Cosine_Time,0.025163516289706957
도로형태,0.01594018490157764
사고발생횟수,0.008611397086392598
주차장개수,0.00462213725953058
weekday,0.003363198246024373
구,0.0025452228889834517
시군구,0.0021089407318255877
보호구역,0.0007403457896072208
season,0.0006258967791675996
차량전용,0.0005144741663826412
기상상태,0.0005112124958602614
요일,0.00041058135411662755
설치개수,0.0003597581185361083
불법주정차,0.00034889992812613954
평지도로,0.00027930879915043786
군_수성구,0.0001934995103631558
군_달성군,0.00018392059626339756
노면상태,0.00015889662388669435
어린이보호구역개수,9.05049202725943e-05
군_북구,8.792595787464288e-05
군_남구,0.0
군_달서구,0.0
군_동구,0.0
군_서구,0.0
군_중구,0.0
